DATAFLOW,LAST UPDATE,freq,network,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,CY,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,CZ,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,CZ,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,CZ,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,DE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,DE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,DE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,DK,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,DK,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,DK,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EA20,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EA20,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EA20,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,ES,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,ES,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,ES,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EU27_2020,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EU27_2020,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,EU27_2020,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,FI,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,FI,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,FI,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,FR,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,FR,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,FR,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,GE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,GE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,GE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,HR,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,HR,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,HR,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,HU,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,HU,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,HU,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IS,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IS,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,IT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LU,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LU,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LU,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LV,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LV,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,LV,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MD,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MD,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MD,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,ME,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,ME,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,ME,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MK,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MK,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MK,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,MT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,NL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,NL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,NL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,NO,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,NO,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,NO,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,PL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,PL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,PL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,PT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,PT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,PT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,RO,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,RO,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,RO,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,RS,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,RS,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,RS,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SI,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SI,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SI,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SK,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SK,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,SK,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,XK,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,CL_ES_RHD,GWH,XK,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,AL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,AL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,AL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,AT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,AT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,AT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BA,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BG,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BG,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,BG,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,CY,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,CY,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,CY,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,CZ,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,CZ,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,CZ,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,DE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,DE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,DE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,DK,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,DK,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,DK,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EA20,2021,3020.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EA20,2022,3564.100,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EA20,2023,3479.600,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,ES,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,ES,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,ES,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EU27_2020,2021,3020.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EU27_2020,2022,3564.100,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,EU27_2020,2023,3479.600,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,FI,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,FI,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,FI,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,FR,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,FR,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,FR,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,GE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,GE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,GE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,HR,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,HR,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,HR,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,HU,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,HU,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,HU,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IE,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IE,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IE,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IS,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IS,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IT,2021,3020.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IT,2022,3564.100,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,IT,2023,3479.600,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LU,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LU,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LU,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LV,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LV,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,LV,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MD,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MD,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MD,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,ME,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,ME,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,ME,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MK,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MK,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MK,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,MT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,NL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,NL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,NL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,NO,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,NO,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,NO,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,PL,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,PL,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,PL,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,PT,2021,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,PT,2022,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,PT,2023,0.000,,
ESTAT:NRG_IND_RCAEBT(1.0),07/03/25 23:00:00,A,ICL_OTH,PPRD_RED,GWH,RO,2021,0.000,,
